,HR,BR,HRV,GSR,Feedback
2019-03-13 03:55:37,86,18.7,36.0,3.5248999999999997,0.0
2019-03-13 03:55:38,85,19.2,36.0,3.51805,0.0
2019-03-13 03:55:39,84,19.2,36.0,3.5622,0.0
2019-03-13 03:55:40,82,19.4,36.0,3.5526899999999997,0.0
2019-03-13 03:55:41,81,19.4,36.0,3.52162,0.0
2019-03-13 03:55:42,82,19.6,36.0,3.5214799999999995,0.0
2019-03-13 03:55:43,83,19.6,36.0,3.62329,0.0
2019-03-13 03:55:44,84,19.4,36.0,3.6854200000000006,0.0
2019-03-13 03:55:45,84,19.4,36.0,3.66695,0.0
2019-03-13 03:55:46,84,19.6,36.0,3.6173699999999998,0.0
2019-03-13 03:55:47,83,19.6,36.0,3.5899099999999997,0.0
2019-03-13 03:55:48,83,19.4,36.0,3.6619900000000003,0.0
2019-03-13 03:55:49,83,19.4,36.0,3.7304399999999993,0.0
2019-03-13 03:55:50,83,19.3,36.0,3.7223599999999997,0.0
2019-03-13 03:55:51,84,19.3,36.0,3.6721900000000005,0.0
2019-03-13 03:55:52,84,19.2,36.0,3.6354900000000008,0.0
2019-03-13 03:55:53,83,19.2,36.0,3.6187000000000005,0.0
2019-03-13 03:55:54,84,19.3,36.0,3.6687600000000002,0.0
2019-03-13 03:55:55,84,19.3,36.0,3.71849,0.0
2019-03-13 03:55:56,84,19.5,35.0,3.6932100000000005,0.0
2019-03-13 03:55:57,84,19.5,35.0,3.6490699999999996,0.0
2019-03-13 03:55:58,83,19.4,35.0,3.63129,0.0
2019-03-13 03:55:59,84,19.4,35.0,3.6401600000000003,0.0
2019-03-13 03:56:00,83,19.5,35.0,3.72522,0.0
2019-03-13 03:56:01,83,19.5,35.0,3.7477999999999994,0.0
2019-03-13 03:56:02,84,19.4,35.0,3.6955000000000005,0.0
2019-03-13 03:56:03,84,19.4,35.0,3.6553999999999993,0.0
2019-03-13 03:56:04,85,19.5,35.0,3.63545,0.0
2019-03-13 03:56:05,86,19.5,35.0,3.6074399999999995,0.0
2019-03-13 03:56:06,87,19.7,35.0,3.57992,0.0
2019-03-13 03:56:07,87,19.7,35.0,3.5591100000000004,0.0
2019-03-13 03:56:08,87,19.8,35.0,3.5405499999999996,0.0
2019-03-13 03:56:09,87,19.8,35.0,3.5222800000000007,0.0
2019-03-13 03:56:10,86,19.9,35.0,3.52793,0.0
2019-03-13 03:56:11,86,19.9,35.0,3.5663600000000004,0.0
2019-03-13 03:56:12,87,20.0,35.0,3.6619400000000004,0.0
2019-03-13 03:56:13,87,20.0,35.0,3.81697,0.0
2019-03-13 03:56:14,88,19.8,36.0,3.80428,0.0
2019-03-13 03:56:15,89,19.8,36.0,3.7692899999999994,0.0
2019-03-13 03:56:16,88,19.3,36.0,3.82733,0.0
2019-03-13 03:56:17,86,19.3,36.0,3.7906800000000005,0.0
2019-03-13 03:56:18,83,19.2,36.0,3.7460400000000007,0.0
2019-03-13 03:56:19,83,19.2,35.0,3.7789,0.0
2019-03-13 03:56:20,85,19.1,35.0,3.7743500000000005,0.0
2019-03-13 03:56:21,86,19.1,35.0,3.78767,0.0
2019-03-13 03:56:22,88,19.0,35.0,3.75467,0.0
2019-03-13 03:56:23,89,19.0,35.0,3.7286799999999993,0.0
2019-03-13 03:56:24,88,18.6,35.0,3.7781700000000007,0.0
2019-03-13 03:56:25,85,18.6,35.0,3.7380199999999997,0.0
2019-03-13 03:56:26,81,17.9,36.0,3.68938,0.0
2019-03-13 03:56:27,78,17.9,36.0,3.6654399999999994,0.0
2019-03-13 03:56:28,76,17.4,36.0,3.6395899999999997,0.0
2019-03-13 03:56:29,77,17.4,37.0,3.62939,0.0
2019-03-13 03:56:30,79,16.5,37.0,3.67517,0.0
2019-03-13 03:56:31,80,16.5,37.0,3.6552700000000002,0.0
2019-03-13 03:56:32,83,15.8,37.0,3.6524900000000002,0.0
2019-03-13 03:56:33,84,15.8,37.0,3.6431600000000004,0.0
2019-03-13 03:56:34,85,15.1,37.0,3.6277099999999995,0.0
2019-03-13 03:56:35,86,15.1,37.0,3.60475,0.0
2019-03-13 03:56:36,88,14.8,37.0,3.5817199999999993,0.0
2019-03-13 03:56:37,89,14.8,37.0,3.56027,0.0
2019-03-13 03:56:38,90,14.5,37.0,3.5497300000000003,0.0
2019-03-13 03:56:39,90,14.5,37.0,3.5649199999999994,0.0
2019-03-13 03:56:40,88,14.0,37.0,3.5788399999999996,0.0
2019-03-13 03:56:41,85,14.0,37.0,3.588600000000001,0.0
2019-03-13 03:56:42,82,13.8,37.0,3.6154900000000003,0.0
2019-03-13 03:56:43,79,13.8,38.0,3.5914900000000003,0.0
2019-03-13 03:56:44,77,14.2,38.0,3.5625600000000004,0.0
2019-03-13 03:56:45,76,14.2,38.0,3.5486600000000004,0.0
2019-03-13 03:56:46,77,14.6,39.0,3.54251,0.0
2019-03-13 03:56:47,79,14.6,39.0,3.5400200000000006,0.0
2019-03-13 03:56:48,81,15.2,38.0,3.5197499999999997,0.0
2019-03-13 03:56:50,85,15.8,38.0,3.49224,0.0
2019-03-13 03:56:51,86,15.8,38.0,3.49918,0.0
2019-03-13 03:56:52,87,16.0,38.0,3.5491,0.0
2019-03-13 03:56:53,85,16.0,37.0,3.59075,0.0
2019-03-13 03:56:54,82,16.5,37.0,3.5813,0.0
2019-03-13 03:56:55,78,16.5,38.0,3.56584,0.0
2019-03-13 03:56:56,75,16.7,38.0,3.54726,0.0
2019-03-13 03:56:57,75,16.7,38.0,3.5238199999999997,0.0
2019-03-13 03:56:58,77,16.5,38.0,3.5039100000000003,0.0
2019-03-13 03:56:59,79,16.5,38.0,3.4876199999999997,0.0
2019-03-13 03:57:00,81,16.4,38.0,3.4739700000000004,0.0
2019-03-13 03:57:01,82,16.4,38.0,3.46385,0.0
2019-03-13 03:57:02,82,16.2,38.0,3.45124,0.0
2019-03-13 03:57:03,82,16.2,38.0,3.4554100000000005,0.0
2019-03-13 03:57:04,82,15.8,38.0,3.51715,0.0
2019-03-13 03:57:05,81,15.8,38.0,3.5182200000000003,0.0
2019-03-13 03:57:06,81,15.4,38.0,3.5067299999999997,0.0
2019-03-13 03:57:07,82,15.4,38.0,3.4937899999999997,0.0
2019-03-13 03:57:08,83,14.8,38.0,3.47966,0.0
2019-03-13 03:57:09,84,14.8,38.0,3.52866,0.0
2019-03-13 03:57:10,84,14.5,38.0,3.567,0.0
2019-03-13 03:57:11,83,14.5,38.0,3.52837,0.0
2019-03-13 03:57:12,82,14.3,38.0,3.52259,0.0
2019-03-13 03:57:13,81,14.3,38.0,3.5507200000000005,0.0
2019-03-13 03:57:14,79,14.0,38.0,3.54204,0.0
2019-03-13 03:57:15,80,14.0,38.0,3.53469,0.0
2019-03-13 03:57:16,82,13.8,38.0,3.5776200000000005,0.0
2019-03-13 03:57:17,84,13.8,38.0,3.6346700000000007,0.0
2019-03-13 03:57:18,86,14.0,38.0,3.60686,0.0
2019-03-13 03:57:19,86,14.0,38.0,3.6255300000000004,0.0
2019-03-13 03:57:20,83,14.1,38.0,3.6576699999999995,0.0
2019-03-13 03:57:21,81,14.1,38.0,3.6090899999999997,0.0
2019-03-13 03:57:22,79,14.1,38.0,3.622229999999999,0.0
2019-03-13 03:57:23,78,14.1,38.0,3.6655800000000007,0.0
2019-03-13 03:57:24,79,13.9,38.0,3.6721199999999996,0.0
2019-03-13 03:57:25,80,13.9,38.0,3.6245199999999995,0.0
2019-03-13 03:57:26,80,14.0,38.0,3.59084,0.0
2019-03-13 03:57:27,80,14.0,38.0,3.58756,0.0
2019-03-13 03:57:28,81,14.1,38.0,3.7163799999999996,0.0
2019-03-13 03:57:29,82,14.1,38.0,3.75804,0.0
2019-03-13 03:57:30,83,14.2,38.0,3.7940599999999995,0.0
2019-03-13 03:57:31,84,14.2,37.0,3.8937800000000005,0.0
2019-03-13 03:57:32,84,14.3,37.0,3.9482399999999997,0.0
2019-03-13 03:57:33,85,14.3,37.0,4.04302,0.0
2019-03-13 03:57:34,84,14.1,37.0,4.078650000000001,0.0
2019-03-13 03:57:35,83,14.1,37.0,4.05902,0.0
2019-03-13 03:57:36,81,14.2,37.0,4.03956,0.0
2019-03-13 03:57:37,81,14.2,36.0,3.9904799999999994,0.0
2019-03-13 03:57:38,81,13.9,36.0,3.96393,0.0
2019-03-13 03:57:39,83,13.9,36.0,3.9277,0.0
2019-03-13 03:57:40,83,14.0,36.0,3.8938500000000005,0.0
2019-03-13 03:57:41,84,14.0,35.0,3.8532800000000003,0.0
2019-03-13 03:57:42,84,14.1,35.0,3.816839999999999,0.0
2019-03-13 03:57:43,84,14.1,35.0,3.8006800000000007,0.0
2019-03-13 03:57:44,85,14.2,35.0,3.7979,0.0
2019-03-13 03:57:45,85,14.2,35.0,3.76311,0.0
2019-03-13 03:57:46,83,14.3,34.0,3.74187,0.0
2019-03-13 03:57:47,82,14.3,31.0,3.7156599999999997,0.0
2019-03-13 03:57:48,82,14.4,30.0,3.7049399999999997,0.0
2019-03-13 03:57:49,83,14.4,30.0,3.79639,0.0
2019-03-13 03:57:50,84,14.4,30.0,3.813560000000001,0.0
2019-03-13 03:57:51,86,14.4,30.0,3.7987500000000005,0.0
2019-03-13 03:57:52,86,14.5,30.0,3.78212,0.0
2019-03-13 03:57:53,86,14.5,30.0,3.74491,0.0
2019-03-13 03:57:54,86,14.5,30.0,3.7154300000000005,0.0
2019-03-13 03:57:55,86,14.5,30.0,3.74597,0.0
2019-03-13 03:57:56,88,14.6,30.0,3.7641999999999998,0.0
2019-03-13 03:57:57,90,14.6,31.0,3.8008800000000003,0.0
2019-03-13 03:57:58,91,14.6,31.0,3.7632,0.0
2019-03-13 03:57:59,92,14.6,32.0,3.7174300000000002,0.0
2019-03-13 03:58:00,89,14.6,32.0,3.69545,0.0
2019-03-13 03:58:01,85,14.6,32.0,3.707770000000001,0.0
2019-03-13 03:58:02,82,14.4,32.0,3.69301,0.0
2019-03-13 03:58:03,80,14.4,32.0,3.67423,0.0
2019-03-13 03:58:04,77,14.4,32.0,3.66948,0.0
2019-03-13 03:58:05,76,14.4,33.0,3.6634599999999997,0.0
2019-03-13 03:58:06,78,14.5,33.0,3.7413,0.0
2019-03-13 03:58:07,79,14.5,33.0,3.77902,0.0
2019-03-13 03:58:08,81,14.5,33.0,3.77606,0.0
2019-03-13 03:58:09,83,14.5,33.0,3.76462,0.0
2019-03-13 03:58:10,85,14.6,33.0,3.8009400000000007,0.0
2019-03-13 03:58:11,86,14.6,33.0,3.88126,0.0
2019-03-13 03:58:12,87,14.6,33.0,4.00076,0.0
2019-03-13 03:58:13,88,14.6,33.0,4.03586,0.0
2019-03-13 03:58:14,88,14.9,33.0,3.978,0.0
2019-03-13 03:58:15,87,14.9,33.0,3.9817,0.0
2019-03-13 03:58:16,86,14.9,33.0,4.05415,0.0
2019-03-13 03:58:17,86,14.9,33.0,4.03271,0.0
2019-03-13 03:58:18,85,15.2,33.0,4.04495,0.0
2019-03-13 03:58:19,84,15.2,33.0,4.06236,1.0
2019-03-13 03:58:20,83,15.2,33.0,4.12719,1.0
2019-03-13 03:58:21,83,15.2,33.0,4.07953,1.0
2019-03-13 03:58:22,84,15.5,33.0,4.017329999999999,1.0
2019-03-13 03:58:23,85,15.5,33.0,3.9976700000000003,1.0
2019-03-13 03:58:24,85,15.5,33.0,3.96356,1.0
2019-03-13 03:58:25,84,15.5,33.0,3.9342700000000006,1.0
2019-03-13 03:58:26,84,15.4,33.0,3.94807,1.0
2019-03-13 03:58:27,84,15.4,33.0,4.012009999999999,1.0
2019-03-13 03:58:28,84,15.7,33.0,4.103890000000001,1.0
2019-03-13 03:58:29,85,15.7,33.0,4.173440000000001,1.0
2019-03-13 03:58:30,86,15.9,32.0,4.10382,1.0
2019-03-13 03:58:31,86,15.9,32.0,4.034319999999999,1.0
2019-03-13 03:58:32,86,16.1,31.0,4.02438,1.0
2019-03-13 03:58:33,85,16.1,30.0,4.002909999999999,1.0
2019-03-13 03:58:34,84,16.3,30.0,3.9722700000000004,1.0
2019-03-13 03:58:35,85,16.3,30.0,3.9903999999999997,1.0
2019-03-13 03:58:36,86,16.8,30.0,3.9809000000000005,1.0
2019-03-13 03:58:37,88,16.8,30.0,4.026249999999999,1.0
2019-03-13 03:58:38,88,16.9,30.0,4.01532,1.0
2019-03-13 03:58:39,88,16.9,30.0,3.9792300000000003,1.0
2019-03-13 03:58:40,86,17.3,30.0,4.091799999999999,1.0
2019-03-13 03:58:41,82,17.3,30.0,4.109779999999999,1.0
2019-03-13 03:58:42,80,17.4,30.0,4.09954,1.0
2019-03-13 03:58:43,79,17.4,31.0,4.0585700000000005,1.0
2019-03-13 03:58:44,78,17.7,31.0,4.009410000000001,1.0
2019-03-13 03:58:45,80,17.7,31.0,3.99815,1.0
2019-03-13 03:58:46,82,18.0,31.0,3.9995200000000004,1.0
2019-03-13 03:58:47,83,18.0,31.0,3.97237,1.0
2019-03-13 03:58:48,85,18.3,31.0,3.9898500000000006,1.0
2019-03-13 03:58:49,87,18.3,31.0,3.9989300000000005,1.0
2019-03-13 03:58:50,88,18.6,31.0,3.9879,1.0
2019-03-13 03:58:51,87,18.6,31.0,3.99496,1.0
2019-03-13 03:58:52,86,19.1,31.0,3.9593499999999997,1.0
2019-03-13 03:58:53,84,19.1,31.0,4.11397,1.0
2019-03-13 03:58:54,82,19.3,31.0,4.34223,1.0
2019-03-13 03:58:55,81,19.3,31.0,4.369349999999999,1.0
2019-03-13 03:58:56,81,19.5,31.0,4.40105,1.0
2019-03-13 03:58:57,82,19.5,31.0,4.38354,1.0
2019-03-13 03:58:58,84,19.6,31.0,4.333340000000001,1.0
2019-03-13 03:58:59,85,19.6,31.0,4.37805,1.0
2019-03-13 03:59:00,86,19.8,31.0,4.44664,1.0
2019-03-13 03:59:01,86,19.8,31.0,4.39093,1.0
2019-03-13 03:59:02,86,20.2,31.0,4.40372,1.0
2019-03-13 03:59:03,85,20.2,31.0,4.385530000000001,1.0
2019-03-13 03:59:04,85,20.6,31.0,4.346960000000001,1.0
2019-03-13 03:59:05,84,20.6,31.0,4.46546,1.0
2019-03-13 03:59:06,84,20.9,31.0,4.50606,1.0
2019-03-13 03:59:07,85,20.9,31.0,4.51366,1.0
2019-03-13 03:59:08,86,21.2,31.0,4.5135,1.0
2019-03-13 03:59:09,86,21.2,31.0,4.4377,1.0
2019-03-13 03:59:10,87,21.2,31.0,4.486019999999999,1.0
2019-03-13 03:59:11,87,21.2,31.0,4.50766,1.0
2019-03-13 03:59:12,85,21.2,31.0,4.58486,1.0
2019-03-13 03:59:13,84,21.2,31.0,4.519240000000001,1.0
2019-03-13 03:59:14,84,21.2,31.0,4.51084,1.0
2019-03-13 03:59:15,86,21.2,31.0,4.60761,1.0
2019-03-13 03:59:16,87,21.2,31.0,4.54202,1.0
2019-03-13 03:59:17,86,21.2,31.0,4.55991,1.0
2019-03-13 03:59:18,86,21.1,31.0,4.565939999999999,1.0
2019-03-13 03:59:19,86,21.1,31.0,4.62806,1.0
2019-03-13 03:59:20,86,21.1,31.0,4.5756499999999996,1.0
2019-03-13 03:59:21,86,21.1,31.0,4.504580000000001,1.0
2019-03-13 03:59:22,87,20.8,31.0,4.4610899999999996,1.0
2019-03-13 03:59:23,89,20.8,31.0,4.42326,1.0
2019-03-13 03:59:24,90,20.2,32.0,4.46601,1.0
2019-03-13 03:59:25,91,20.2,32.0,4.44676,1.0
2019-03-13 03:59:26,91,19.7,32.0,4.49339,1.0
2019-03-13 03:59:27,92,19.7,33.0,4.571410000000001,1.0
2019-03-13 03:59:28,93,19.0,33.0,4.71794,1.0
2019-03-13 03:59:29,94,19.0,34.0,4.7264800000000005,1.0
2019-03-13 03:59:30,93,18.6,34.0,4.61266,1.0
2019-03-13 03:59:31,92,18.6,34.0,4.533150000000001,1.0
2019-03-13 03:59:32,91,17.9,34.0,4.466380000000001,1.0
2019-03-13 03:59:33,89,17.9,34.0,4.45226,1.0
2019-03-13 03:59:34,87,17.6,34.0,4.575260000000001,1.0
2019-03-13 03:59:35,87,17.6,34.0,4.59426,1.0
2019-03-13 03:59:36,87,17.7,34.0,4.5452200000000005,1.0
2019-03-13 03:59:37,89,17.7,34.0,4.55926,1.0
2019-03-13 03:59:38,92,18.0,35.0,4.62703,1.0
2019-03-13 03:59:39,95,18.0,35.0,4.67168,1.0
2019-03-13 03:59:40,95,18.3,36.0,4.700480000000001,1.0
2019-03-13 03:59:41,95,18.3,36.0,4.60544,1.0
2019-03-13 03:59:42,93,18.6,37.0,4.54019,1.0
2019-03-13 03:59:43,90,18.6,37.0,4.63067,1.0
2019-03-13 03:59:44,88,18.8,37.0,4.75581,1.0
2019-03-13 03:59:45,84,18.8,37.0,4.794759999999999,1.0
2019-03-13 03:59:46,82,18.7,37.0,4.84634,1.0
2019-03-13 03:59:47,81,18.7,37.0,4.76492,1.0
2019-03-13 03:59:48,84,18.9,37.0,4.674119999999999,1.0
2019-03-13 03:59:50,92,18.9,37.0,4.79252,1.0
2019-03-13 03:59:52,93,19.1,38.0,4.58272,1.0
2019-03-13 03:59:53,88,19.1,38.0,4.57354,1.0
2019-03-13 03:59:55,80,19.0,39.0,4.733569999999999,1.0
2019-03-13 03:59:56,79,18.3,39.0,4.79747,1.0
2019-03-13 03:59:57,80,18.3,39.0,4.65799,1.0
2019-03-13 03:59:58,80,17.7,39.0,4.60492,1.0
2019-03-13 03:59:59,82,17.7,39.0,4.7073599999999995,1.0
2019-03-13 04:00:00,85,16.8,39.0,4.67885,1.0
2019-03-13 04:00:01,86,16.8,39.0,4.583029999999999,1.0
2019-03-13 04:00:02,88,16.3,39.0,4.54456,1.0
2019-03-13 04:00:03,88,16.3,38.0,4.494470000000001,1.0
2019-03-13 04:00:04,91,15.9,38.0,4.51708,1.0
2019-03-13 04:00:05,92,15.9,38.0,4.6136099999999995,1.0
2019-03-13 04:00:06,93,15.5,38.0,4.53209,1.0
2019-03-13 04:00:07,94,15.5,39.0,4.463800000000001,1.0
2019-03-13 04:00:08,96,15.5,39.0,4.49066,1.0
2019-03-13 04:00:09,99,15.5,40.0,4.62786,1.0
2019-03-13 04:00:10,100,15.7,41.0,4.70801,1.0
2019-03-13 04:00:11,99,15.7,41.0,4.62161,1.0
2019-03-13 04:00:12,94,15.6,41.0,4.54871,1.0
2019-03-13 04:00:13,91,15.6,41.0,4.54744,1.0
2019-03-13 04:00:14,88,15.9,41.0,4.574789999999999,1.0
2019-03-13 04:00:15,86,15.9,42.0,4.5305599999999995,1.0
2019-03-13 04:00:17,83,16.4,42.0,4.481590000000001,1.0
2019-03-13 04:00:17,84,16.4,41.0,4.481590000000001,1.0
2019-03-13 04:00:18,85,16.5,42.0,4.50009,1.0
2019-03-13 04:00:19,87,16.5,41.0,4.54518,1.0
2019-03-13 04:00:20,89,17.0,41.0,4.464119999999999,1.0
2019-03-13 04:00:21,89,17.0,41.0,4.42696,1.0
2019-03-13 04:00:22,90,17.1,40.0,4.42343,1.0
2019-03-13 04:00:23,91,17.1,40.0,4.503100000000001,1.0
2019-03-13 04:00:24,93,17.2,41.0,4.60714,1.0
2019-03-13 04:00:25,95,17.2,41.0,4.58467,1.0
2019-03-13 04:00:26,96,17.6,41.0,4.67298,1.0
2019-03-13 04:00:27,96,17.6,42.0,4.75661,1.0
2019-03-13 04:00:28,94,17.3,42.0,4.68286,1.0
2019-03-13 04:00:29,94,17.3,42.0,4.5879900000000005,1.0
2019-03-13 04:00:30,94,17.1,42.0,4.59035,1.0
2019-03-13 04:00:31,95,17.1,42.0,4.59974,1.0
2019-03-13 04:00:32,96,16.9,41.0,4.562309999999999,1.0
2019-03-13 04:00:33,95,16.9,41.0,4.5013,1.0
2019-03-13 04:00:34,94,16.4,41.0,4.44561,1.0
2019-03-13 04:00:35,94,16.4,42.0,4.40054,1.0
2019-03-13 04:00:36,93,16.0,42.0,4.429209999999999,1.0
2019-03-13 04:00:37,93,16.0,42.0,4.48798,1.0
2019-03-13 04:00:38,93,15.6,42.0,4.472430000000001,1.0
2019-03-13 04:00:39,93,15.6,42.0,4.52063,1.0
2019-03-13 04:00:40,92,15.2,42.0,4.53411,1.0
2019-03-13 04:00:41,91,15.2,42.0,4.487620000000001,1.0
2019-03-13 04:00:42,90,15.2,42.0,4.49083,1.0
2019-03-13 04:00:43,91,15.2,42.0,4.4781699999999995,1.0
2019-03-13 04:00:44,92,15.2,42.0,4.45611,1.0
2019-03-13 04:00:45,96,15.2,42.0,4.48996,1.0
2019-03-13 04:00:46,99,15.8,43.0,4.5065599999999995,1.0
2019-03-13 04:00:47,100,15.8,43.0,4.58518,1.0
2019-03-13 04:00:48,96,16.3,43.0,4.62194,1.0
2019-03-13 04:00:49,91,16.3,43.0,4.55838,1.0
2019-03-13 04:00:50,88,16.8,43.0,4.53176,1.0
2019-03-13 04:00:51,86,16.8,43.0,4.552529999999999,1.0
2019-03-13 04:00:52,84,17.3,44.0,4.63856,1.0
2019-03-13 04:00:53,81,17.3,44.0,4.63074,1.0
2019-03-13 04:00:54,80,17.6,44.0,4.679820000000001,1.0
2019-03-13 04:00:55,80,17.6,44.0,4.667820000000001,1.0
2019-03-13 04:00:56,80,18.0,44.0,4.64385,1.0
2019-03-13 04:00:57,82,18.0,44.0,4.568570000000001,1.0
2019-03-13 04:00:58,83,16.5,44.0,4.53348,1.0
2019-03-13 04:00:59,83,16.5,44.0,4.5065599999999995,1.0
2019-03-13 04:01:00,83,15.2,43.0,4.46148,1.0
2019-03-13 04:01:01,82,15.2,43.0,4.47815,1.0
2019-03-13 04:01:02,84,13.9,43.0,4.592740000000001,1.0
2019-03-13 04:01:03,84,13.9,43.0,4.5686,1.0
2019-03-13 04:01:04,83,13.2,43.0,4.55067,1.0
2019-03-13 04:01:05,81,13.2,43.0,4.516109999999999,1.0
2019-03-13 04:01:06,82,12.4,43.0,4.475930000000001,1.0
2019-03-13 04:01:07,82,12.4,43.0,4.49324,1.0
2019-03-13 04:01:08,83,12.1,43.0,4.47927,1.0
2019-03-13 04:01:09,84,12.1,43.0,4.528889999999999,1.0
2019-03-13 04:01:10,85,11.8,43.0,4.487080000000001,1.0
2019-03-13 04:01:11,85,11.8,43.0,4.42513,1.0
2019-03-13 04:01:12,84,11.8,43.0,4.43929,1.0
2019-03-13 04:01:13,84,11.8,43.0,4.47658,1.0
2019-03-13 04:01:14,85,11.8,43.0,4.50469,1.0
2019-03-13 04:01:15,85,11.8,43.0,4.4985,1.0
2019-03-13 04:01:16,85,12.1,43.0,4.464219999999999,1.0
2019-03-13 04:01:17,84,12.1,43.0,4.47709,1.0
2019-03-13 04:01:18,85,12.1,43.0,4.58404,1.0
2019-03-13 04:01:19,85,12.1,43.0,4.608280000000001,1.0
2019-03-13 04:01:20,85,12.4,43.0,4.55626,1.0
2019-03-13 04:01:21,85,12.4,43.0,4.584829999999999,1.0
2019-03-13 04:01:22,85,13.0,43.0,4.63096,1.0
2019-03-13 04:01:23,85,13.0,43.0,4.67012,1.0
2019-03-13 04:01:24,84,13.2,43.0,4.71739,1.0
2019-03-13 04:01:25,84,13.2,43.0,4.6447199999999995,1.0
2019-03-13 04:01:26,86,13.3,43.0,4.570860000000001,1.0
2019-03-13 04:01:27,87,13.3,43.0,4.52059,1.0
2019-03-13 04:01:28,87,13.5,43.0,4.4809,1.0
2019-03-13 04:01:29,88,13.5,43.0,4.47418,1.0
2019-03-13 04:01:30,87,14.0,43.0,4.471660000000001,1.0
2019-03-13 04:01:31,84,14.0,43.0,4.43171,1.0
2019-03-13 04:01:32,82,14.1,43.0,4.40474,1.0
2019-03-13 04:01:33,81,14.1,43.0,4.4047600000000005,1.0
2019-03-13 04:01:34,83,14.1,43.0,4.39225,1.0
2019-03-13 04:01:35,84,14.1,43.0,4.3464599999999995,1.0
2019-03-13 04:01:36,85,14.2,43.0,4.313750000000001,1.0
2019-03-13 04:01:37,86,14.2,42.0,4.3095799999999995,1.0
2019-03-13 04:01:38,85,14.3,41.0,4.29317,1.0
2019-03-13 04:01:39,86,14.3,41.0,4.26628,1.0
2019-03-13 04:01:40,85,14.4,41.0,4.30248,1.0
2019-03-13 04:01:41,83,14.4,41.0,4.3656299999999995,1.0
2019-03-13 04:01:42,82,14.1,41.0,4.38071,1.0
2019-03-13 04:01:43,83,14.1,41.0,4.39631,1.0
2019-03-13 04:01:44,85,13.9,41.0,4.36647,1.0
2019-03-13 04:01:45,86,13.9,41.0,4.43154,1.0
2019-03-13 04:01:46,85,14.0,41.0,4.45866,2.0
2019-03-13 04:01:47,84,14.0,41.0,4.480950000000001,2.0
2019-03-13 04:01:48,82,13.8,41.0,4.50806,2.0
2019-03-13 04:01:49,81,13.8,42.0,4.45015,2.0
2019-03-13 04:01:50,81,13.3,42.0,4.44453,2.0
2019-03-13 04:01:51,82,13.3,42.0,4.5163,2.0
2019-03-13 04:01:52,82,13.2,42.0,4.57851,2.0
2019-03-13 04:01:53,82,13.2,42.0,4.6416200000000005,2.0
2019-03-13 04:01:54,83,13.1,42.0,4.591130000000001,2.0
2019-03-13 04:01:55,83,13.1,42.0,4.59268,2.0
2019-03-13 04:01:56,83,12.7,42.0,4.664469999999999,2.0
2019-03-13 04:01:57,81,12.7,42.0,4.647070000000001,2.0
2019-03-13 04:01:58,80,12.3,42.0,4.6469499999999995,2.0
2019-03-13 04:01:59,79,12.3,42.0,4.609109999999999,2.0
2019-03-13 04:02:00,78,12.0,43.0,4.55464,2.0
2019-03-13 04:02:01,79,12.0,43.0,4.52345,2.0
2019-03-13 04:02:02,81,12.0,43.0,4.50389,2.0
2019-03-13 04:02:03,83,12.0,43.0,4.506400000000001,2.0
2019-03-13 04:02:04,84,12.3,43.0,4.543809999999999,2.0
2019-03-13 04:02:05,84,12.3,43.0,4.61742,2.0
2019-03-13 04:02:06,83,12.3,43.0,4.6116399999999995,2.0
2019-03-13 04:02:07,85,12.3,43.0,4.567100000000001,2.0
2019-03-13 04:02:08,85,12.3,43.0,4.70227,2.0
2019-03-13 04:02:09,85,12.3,43.0,4.699120000000001,2.0
2019-03-13 04:02:10,83,12.5,43.0,4.61162,2.0
2019-03-13 04:02:11,83,12.5,43.0,4.60341,2.0
2019-03-13 04:02:12,83,12.5,43.0,4.72399,2.0
2019-03-13 04:02:13,83,12.5,43.0,4.80298,2.0
2019-03-13 04:02:14,83,12.7,43.0,4.778499999999999,2.0
2019-03-13 04:02:15,83,12.7,43.0,4.692100000000001,2.0
2019-03-13 04:02:16,84,12.9,43.0,4.629580000000001,2.0
2019-03-13 04:02:17,85,12.9,42.0,4.5913900000000005,2.0
2019-03-13 04:02:18,85,13.4,42.0,4.57535,2.0
2019-03-13 04:02:19,85,13.4,42.0,4.63794,2.0
2019-03-13 04:02:20,85,13.6,42.0,4.67215,2.0
2019-03-13 04:02:21,85,13.6,42.0,4.67376,2.0
2019-03-13 04:02:22,84,13.7,42.0,4.615969999999999,2.0
2019-03-13 04:02:23,84,13.7,42.0,4.58885,2.0
2019-03-13 04:02:24,85,13.6,42.0,4.5370800000000004,2.0
2019-03-13 04:02:25,86,13.6,42.0,4.50072,2.0
2019-03-13 04:02:26,87,13.7,42.0,4.51798,2.0
2019-03-13 04:02:27,87,13.7,42.0,4.60524,2.0
2019-03-13 04:02:28,87,13.8,42.0,4.67319,2.0
2019-03-13 04:02:29,87,13.8,42.0,4.60561,2.0
2019-03-13 04:02:30,87,13.9,42.0,4.56836,2.0
2019-03-13 04:02:31,85,13.9,42.0,4.59277,2.0
2019-03-13 04:02:32,84,14.0,42.0,4.552960000000001,2.0
2019-03-13 04:02:33,83,14.0,42.0,4.533580000000001,2.0
2019-03-13 04:02:34,82,14.1,42.0,4.53353,2.0
2019-03-13 04:02:35,83,14.1,42.0,4.556030000000001,2.0
